hash,text,entities,pred
202b6cfbd0985e1d70dc1fa4b677eba1f2b0a15690c0029e45999351ac76b068,"При визначенні розміру штрафу відділення виходило з даних про отриманий лісгоспами дохід у 2017 році (від 30 млн грн « Канівського лісгоспу » до 119 млн грн « Смілянського ЛГ »), а також врахувало обставини стосовно того, що ті вчинили порушення вперше, визнали провину і припинили узгоджені дії у ході розгляду справи. ПАТ «Київенерго» 8 травня за результатами тендеру уклало угоду з ДП «Енергоремонт» на ремонт і техобслуговування машин загального призначення вартістю 18,15 млн грн .","[{""label"": ""DATE"", ""text"": ""2017 році""}, {""label"": ""MON"", ""text"": ""30 млн грн""}, {""label"": ""ORG"", ""text"": ""Канівського лісгоспу""}, {""label"": ""MON"", ""text"": ""119 млн грн""}, {""label"": ""ORG"", ""text"": ""Смілянського ЛГ""}, {""label"": ""ORG"", ""text"": ""ПАТ «Київенерго»""}, {""label"": ""DATE"", ""text"": ""8 травня""}, {""label"": ""ORG"", ""text"": ""ДП «Енергоремонт»""}, {""label"": ""MON"", ""text"": ""18,15 млн грн""}]","[{""label"": ""ORG"", ""text"": ""ДП «Енергоремонт»""}, {""label"": ""MON"", ""text"": ""30 млн грн""}]"
151d98299ea0a06e47cf737cca03de5d57bf6e7afbf6533d116d249d98c8d15d,"Про це повідомляється у « Віснику державних закупівель ». Упродовж року фірма має надавати послуги з ремонту обладнання теплофікаційних енергоблоків №1,2 і ТФУ в складі енергоблоків, а також загальностанційного обладнання ТЕЦ-6 СВП «Київські ТЕЦ» .","[{""label"": ""ART"", ""text"": ""Віснику державних закупівель""}, {""label"": ""PERIOD"", ""text"": ""Упродовж року""}, {""label"": ""ORG"", ""text"": ""ТЕЦ-6""}, {""label"": ""ORG"", ""text"": ""СВП «Київські ТЕЦ»""}]",[]
f441d1f927c585e85aeed0b8b998b988169a809043fde4860b828bdcbc647189,"Оплачувати послуги будуть з коштів самого ПАТ «Київенерго» , яке належить групі Ріната Ахметова .","[{""label"": ""ORG"", ""text"": ""ПАТ «Київенерго»""}, {""label"": ""PERS"", ""text"": ""Ріната Ахметова""}]",[]
f12571fbab1dc5b755393e189dc27b21314fd9b72ba11cbfd0cd617fcc28abfd,"« Енергоремонт » є дочірньою фірмою ПАТ «Київенергоремонт» , яка на 57% належить ТОВ «Ресет» .","[{""label"": ""ORG"", ""text"": ""Енергоремонт""}, {""label"": ""ORG"", ""text"": ""ПАТ «Київенергоремонт»""}, {""label"": ""PCT"", ""text"": ""57%""}, {""label"": ""ORG"", ""text"": ""ТОВ «Ресет»""}]",[]
bdeb5fac86a551db41e719a02c67bc6bed3b4e366f2600722e75cedf3f342eab,"Співвласником цієї компанії у свою чергу з часткою в 75% є Іван Плачков , голова наглядової ради ПАТ «Київенерго» , яке і проводило тендер.","[{""label"": ""PCT"", ""text"": ""75%""}, {""label"": ""PERS"", ""text"": ""Іван Плачков""}, {""label"": ""JOB"", ""text"": ""голова наглядової ради""}, {""label"": ""ORG"", ""text"": ""ПАТ «Київенерго»""}]","[{""label"": ""PERS"", ""text"": ""Іван Плачков""}, {""label"": ""ORG"", ""text"": ""ПАТ «Київенерго»""}]"
b6a607d21e294ba2ad304b5c415f96d4104717ea2cdb3d442329dc370fff4ef3,"Одесит Іван Плачков почав працювати в компанії понад 20 років тому , з середини 90-х займає у ній керівні посади, у 1995-99 вперше стає головою правління « Київенерго ».","[{""label"": ""PERS"", ""text"": ""Іван Плачков""}, {""label"": ""DATE"", ""text"": ""20 років тому""}, {""label"": ""DATE"", ""text"": ""середини 90-х""}, {""label"": ""PERIOD"", ""text"": ""1995-99""}, {""label"": ""JOB"", ""text"": ""головою правління""}, {""label"": ""ORG"", ""text"": ""Київенерго""}]","[{""label"": ""PERS"", ""text"": ""Іван Плачков""}, {""label"": ""ORG"", ""text"": ""Київенерго""}]"
91cba23e13b61b80301014cca20752f1cd989b16eaf730cc7613d9180d45ff8a,"У 1999 очолив Міністерство енергетики України , потім – знову « Київенерго » у 2000-2005 р. р. ; у 2005-2006 міністр палива та енергетики України ; багаторазовий депутат Київської міськради , з 2008 – у фракції Кличка .","[{""label"": ""DATE"", ""text"": ""1999""}, {""label"": ""ORG"", ""text"": ""Міністерство енергетики України""}, {""label"": ""ORG"", ""text"": ""Київенерго""}, {""label"": ""PERIOD"", ""text"": ""2000-2005 р. р.""}, {""label"": ""PERIOD"", ""text"": ""2005-2006""}, {""label"": ""JOB"", ""text"": ""міністр палива та енергетики України""}, {""label"": ""JOB"", ""text"": ""депутат""}, {""label"": ""ORG"", ""text"": ""Київської міськради""}, {""label"": ""DATE"", ""text"": ""2008""}, {""label"": ""PERS"", ""text"": ""Кличка""}]","[{""label"": ""ORG"", ""text"": ""Міністерство енергетики України""}, {""label"": ""DATE"", ""text"": ""1999""}, {""label"": ""PERIOD"", ""text"": ""2000-2005 р. р.""}, {""label"": ""PERS"", ""text"": ""Кличка""}, {""label"": ""ORG"", ""text"": ""Київської міськради""}, {""label"": ""ORG"", ""text"": ""Кличка""}]"
9de1c918a0d7042668e0ad2f80828dc087b20193b59c6a35e95e4efe7ad9a74f,"У січні 2012 р. знову очолив наглядову раду « Київенерго », після чого склав повноваження у Київраді .","[{""label"": ""DATE"", ""text"": ""січні 2012 р.""}, {""label"": ""ORG"", ""text"": ""Київенерго""}, {""label"": ""ORG"", ""text"": ""Київраді""}]","[{""label"": ""DATE"", ""text"": ""січні""}, {""label"": ""ORG"", ""text"": ""« Київенерго""}, {""label"": ""PERIOD"", ""text"": ""2012 р.""}]"
9fd45b42c5a4e162121d72a9c3985f3ce916e0b3c53d20d7d6f58218be63f1ad,"Його син, Плачков Григорій Іванович , з серпня 2012 р. указом Президента призначений начальником відділу Департаменту стратегічної політики, інвестицій та ядерно-енергетичного комплексу Міністерства енергетики та вугільної промисловості України .","[{""label"": ""PERS"", ""text"": ""Плачков Григорій Іванович""}, {""label"": ""DATE"", ""text"": ""серпня 2012 р.""}, {""label"": ""JOB"", ""text"": ""Президента""}, {""label"": ""JOB"", ""text"": ""начальником відділу""}, {""label"": ""ORG"", ""text"": ""Департаменту стратегічної політики, інвестицій та ядерно-енергетичного комплексу""}, {""label"": ""ORG"", ""text"": ""Міністерства енергетики та вугільної промисловості України""}]","[{""label"": ""PERS"", ""text"": ""Плачков Григорій Іванович""}, {""label"": ""DATE"", ""text"": ""з серпня 2012 р.""}, {""label"": ""ORG"", ""text"": ""Департаменту стратегічної політики, інвестицій та ядерно-енергетичного комплексу Міністерства енергетики та вугільної промисловості України""}]"
602d145717eeb96318c00b42ca6a8c50519a6346aadf18256c6c303158fbecbf,"За даними « ВДЗ », за останні п'ять років ДП «Енергоремонт» виграло тендерів на 144,66 млн грн. , з них 62,11 – за останній рік , після того, як Плачков знову очолив « Київенерго ».","[{""label"": ""ART"", ""text"": ""ВДЗ""}, {""label"": ""PERIOD"", ""text"": ""останні п'ять років""}, {""label"": ""ORG"", ""text"": ""ДП «Енергоремонт»""}, {""label"": ""MON"", ""text"": ""144,66 млн грн.""}, {""label"": ""MON"", ""text"": ""62,11""}, {""label"": ""DATE"", ""text"": ""останній рік""}, {""label"": ""PERS"", ""text"": ""Плачков""}, {""label"": ""ORG"", ""text"": ""Київенерго""}]","[{""label"": ""ORG"", ""text"": ""Київенерго""}, {""label"": ""PERS"", ""text"": ""Плачков""}, {""label"": ""ORG"", ""text"": ""ДП «Енергоремонт»""}]"
031d9c8bf42f2b63f24a9e2bbbc6933a701814c60b209275eb66d06f25bc98fa,Єдиним конкурентом « Енергоремонта » було харківське ТОВ «Втеріс» Михайла Письменного .,"[{""label"": ""ORG"", ""text"": ""Енергоремонта""}, {""label"": ""ORG"", ""text"": ""ТОВ «Втеріс»""}, {""label"": ""PERS"", ""text"": ""Михайла Письменного""}]","[{""label"": ""PERS"", ""text"": ""Михайла Письменного""}]"
e1c2e2178a51c1883628b0ab30c645630a144815fb62c82a5b11ca78a75a3a88,"Різниця пропозицій двох фірм на тендері склала 0,6% У середині квітня парламент скасував норму про обов'язкову сертифікацію зерна, на якій заробляли нечисті на руку чиновники . Аграрії раділи недовго, пише Марія Попова у « ЛІГАБізнесІнформ ». Чиновники тут же знайшли спосіб компенсувати доходи від сертифікації.","[{""label"": ""PCT"", ""text"": ""0,6%""}, {""label"": ""DATE"", ""text"": ""середині квітня""}, {""label"": ""JOB"", ""text"": ""чиновники""}, {""label"": ""JOB"", ""text"": ""Аграрії""}, {""label"": ""PERS"", ""text"": ""Марія Попова""}, {""label"": ""ART"", ""text"": ""ЛІГАБізнесІнформ""}, {""label"": ""JOB"", ""text"": ""Чиновники""}]","[{""label"": ""PERS"", ""text"": ""Попова""}, {""label"": ""ORG"", ""text"": ""ЛІГАБізнесІнформ""}]"
f702a2045870cb6ededda10f669dbed66eef9e39ed071d5ca6f448811a8b21f9,«Розмір поборів з тонни зерна зберігся на колишньому рівні – сумарно близько $10 .,"[{""label"": ""QUANT"", ""text"": ""тонни""}, {""label"": ""MON"", ""text"": ""$10""}]","[{""label"": ""MON"", ""text"": ""$10""}]"
1dc7c6e4d596badf2bf043602ed6524d5361f538a77632b33e3ed123b16ad4d3,"Але якщо раніше чиновники Сельхозінспекція наживалися на сертифікації кожної партії зерна і зерносховищ, то зараз потрібно платити, якщо хочеш, щоб корабель випустили з порту», – розповідає один з зернотрейдерів на умовах анонімності.","[{""label"": ""JOB"", ""text"": ""чиновники""}, {""label"": ""ORG"", ""text"": ""Сельхозінспекція""}, {""label"": ""JOB"", ""text"": ""зернотрейдерів""}]","[{""label"": ""ORG"", ""text"": ""Сельхозінспекція""}]"
7f3f598f26b27cf85009eb277aa5ae5c986cb0020f899f75e3a536038f4599a8,"Якщо трейдери платити відмовляються, то починаються дрібні виснажливі причіпки – то не так накладна оформлена, то у команди порушення з документами, то ще щось.","[{""label"": ""JOB"", ""text"": ""трейдери""}]",[]
2baf54164d6ae0d9f922db59c0ffe0a30373859f57dc54ad1c70864afc2e8e4b,"«У підсумку вантаж простоює, а трейдер втрачає гроші», – говорить зернотрейдер .","[{""label"": ""JOB"", ""text"": ""трейдер""}, {""label"": ""JOB"", ""text"": ""зернотрейдер""}]",[]
aa17a967e16b130cf9f7d93ca30ed55774039e843acef4ff3a50abe4acca2e57,"Залишилася і схема, що дозволяє чиновникам наживатися на сертифікації сільгосптехніки.","[{""label"": ""JOB"", ""text"": ""чиновникам""}]",[]
58f0d2a533f2df0cbd44f5bb479e0dca770ac27bc997bb766a3cdbae53f82430,"Сертифікат видає спеціальна фірма, його вартість – кілька тисяч гривень , в залежності від ціни ввезеної техніки, розповідає Микола Миркевич , президент Асоціації фермерів і приватних землевласників України .","[{""label"": ""MON"", ""text"": ""кілька тисяч гривень""}, {""label"": ""PERS"", ""text"": ""Микола Миркевич""}, {""label"": ""JOB"", ""text"": ""президент""}, {""label"": ""ORG"", ""text"": ""Асоціації фермерів і приватних землевласників України""}]","[{""label"": ""PERS"", ""text"": ""Микола Миркевич""}, {""label"": ""ORG"", ""text"": ""Асоціації фермерів і приватних землевласників України""}]"
7c8b5f19355dad42a572760bf9adb6778816e2f23354ca8bad4a4236bbb18781,"Вартість послуг «цих фірм помітно зросла після падіння гривні», – додає він.",[],[]
4a6cc78746bd1c8682e0e0fc00a82bb9dff74c92073c0e064a7c02dacf0e1678,"Після отриманнясертифікатанатехніку, власникповинен їїзареєструватив МВС .","[{""label"": ""ORG"", ""text"": ""МВС""}]","[{""label"": ""ORG"", ""text"": ""МВС""}]"
decd2c29b9476c5d329cee6b186c8c2c323a2a203512653b3423b4823b33d60b,"«Щоб це зробити, необхідно представити «висновок експерта», який видає ліцензована фірма.",[],[]
98f166b1781a25a0e22e1faf2a71058ffefbcf299f411beed27ab13683383c75,"Вартість цього документу – від 100 гривень і вище, при тому, що він взагалі більше ніколи і ніяк не використовується – за роботу техніки всю відповідальність несе власник», – розповідає Миркевич .","[{""label"": ""MON"", ""text"": ""100 гривень""}, {""label"": ""PERS"", ""text"": ""Миркевич""}]","[{""label"": ""PERS"", ""text"": ""Миркевич""}]"
2509c372cb7457a972767b2827e5fe8bf21b8964860b5ce4dfcc1cb21f2a89dc,У процесі експлуатації сільгосптехніки з'являється ще одна лазівка ​ ​ для корупції – обов'язковий техогляд.,[],[]
946f0d2479f95e77af13053ddd6d848a2830d1a7df760e76bff711d774df7465,"«Довідка про технічний стан транспортного засобу від ліцензованої фірми – від 100 гривень і вище», – говорить Миркевич .","[{""label"": ""MON"", ""text"": ""100 гривень""}, {""label"": ""PERS"", ""text"": ""Миркевич""}]","[{""label"": ""PERS"", ""text"": ""Миркевич""}]"
418634ea1ace8b14c417fef044375a570fd5199bbb7b52da46ea1716327c9921,Всі ці фірми-посередники в часи правління Віктора Януковича були пов'язані з Сім'єю .,"[{""label"": ""PERS"", ""text"": ""Віктора Януковича""}, {""label"": ""MISC"", ""text"": ""Сім'єю""}]","[{""label"": ""PERS"", ""text"": ""Віктора Януковича""}]"
c245343d0af5cd3de9390ffc8a2f67675c6a9127d5f5dd5b3fe752d4aa71ad4a,"«Ми поки не з'ясували хто новий бенефіціар цієї схеми», – говорить один з зернотрейдерів Західне територіальне квартирно-експлуатаційне управління ( Львів ) 18 жовтня підписало договір з ТОВ «Будівельно-інвестиційна компанія «Галицький будівельник» на будівництво військового гуртожитку за 42,5 млн грн .","[{""label"": ""JOB"", ""text"": ""зернотрейдерів""}, {""label"": ""ORG"", ""text"": ""Західне територіальне квартирно-експлуатаційне управління""}, {""label"": ""LOC"", ""text"": ""Львів""}, {""label"": ""DATE"", ""text"": ""18 жовтня""}, {""label"": ""ORG"", ""text"": ""ТОВ «Будівельно-інвестиційна компанія «Галицький будівельник»""}, {""label"": ""MON"", ""text"": ""42,5 млн грн""}]","[{""label"": ""MON"", ""text"": ""42,5 млн грн .""}]"
79ca6df7e296ea2a3eadd1251f554ead7ae162c430517e9bf01302d854dc87aa,Про це пишуть « Наші гроші. Львів » з посиланням на « Prozorro ».,"[{""label"": ""ART"", ""text"": ""Наші гроші. Львів""}, {""label"": ""ORG"", ""text"": ""Prozorro""}]","[{""label"": ""ORG"", ""text"": ""Наші гроші.""}, {""label"": ""ORG"", ""text"": ""Prozorro""}]"
d7e119783735a9198ea2dd6951cc7186deaeb7b42a16a3139ae3e0fdd5adf9a8,Чотириповерховий гуртожиток побудують у військовому містечку № 6 в селі Липники Пустомитівського району Львівської області .,"[{""label"": ""LOC"", ""text"": ""військовому містечку № 6""}, {""label"": ""LOC"", ""text"": ""Липники""}, {""label"": ""LOC"", ""text"": ""Пустомитівського району Львівської області""}]","[{""label"": ""LOC"", ""text"": ""селі Липники""}, {""label"": ""LOC"", ""text"": ""Пустомитівського району""}, {""label"": ""LOC"", ""text"": ""Львівської області""}]"
53417fed14cc2b44ba07ae70c7c995e0dbabd7726c43e8bbeb43bc14e2f26df0,"Підрядник отримає 1,6 млн грн. прибутку, а на зарплати працівникам піде 4,9 млн грн .","[{""label"": ""MON"", ""text"": ""1,6 млн грн.""}, {""label"": ""MON"", ""text"": ""4,9 млн грн""}]","[{""label"": ""MON"", ""text"": ""1,6 млн грн.""}, {""label"": ""MON"", ""text"": ""4,9 млн грн .""}]"
a344a0195ba3dde19085ca393e85780f73d2e58c65a7f5008d7be00e95768793,Роботи планують завершити до кінця 2020 року .,"[{""label"": ""DATE"", ""text"": ""кінця 2020 року""}]","[{""label"": ""DATE"", ""text"": ""кінця 2020""}]"
26f8f06481b38a0dcb1de09ec5fd12f8603bc8671a9ebc71138ee155bae2c610,"Участь тендері, окрім переможця, взяли також ПП «Ремтехбуд» , ТОВ «Будспец монтаж» та підприємець Мар'ян Боляк .","[{""label"": ""ORG"", ""text"": ""ПП «Ремтехбуд»""}, {""label"": ""ORG"", ""text"": ""ТОВ «Будспец монтаж»""}, {""label"": ""JOB"", ""text"": ""підприємець""}, {""label"": ""PERS"", ""text"": ""Мар'ян Боляк""}]","[{""label"": ""ORG"", ""text"": ""ТОВ «Будспец монтаж»""}, {""label"": ""PERS"", ""text"": ""Мар'ян Боляк""}]"
43220e7be1abcbe53221797038d49ac9c05d52394bef4d21129d74d24efe829f,Під час аукціону конкуренти не знижували своїх пропозицій.,[],"[{""label"": ""JOB"", ""text"": ""конкуренти""}]"
4888d1600dbf00c33fd4bcc9a91087696a9f5b56ddfbebc48c134c7bd1ab2632,"Найдешевші ціни запропонували фірми « Ремтехбуд » та « Будспец монтаж », однак їх відхилили через відсутність більшості потрібних документів.","[{""label"": ""ORG"", ""text"": ""Ремтехбуд""}, {""label"": ""ORG"", ""text"": ""Будспец монтаж""}]",[]
4467e6103dde9f8a0e1e569d052f6ea8cef646a89a84f37a8992b1579a1ceeee,Фірма « Будівельно-інвестиційна компанія «Галицький будівельник» зареєстрована у 2016 році Олександром Овчаренком .,"[{""label"": ""ORG"", ""text"": ""Будівельно-інвестиційна компанія «Галицький будівельник»""}, {""label"": ""DATE"", ""text"": ""2016 році""}, {""label"": ""PERS"", ""text"": ""Олександром Овчаренком""}]","[{""label"": ""DATE"", ""text"": ""2016 році""}, {""label"": ""PERS"", ""text"": ""Олександром""}]"
56a910939865d4d195a76f632aaaa351c3103703f583b1c562dd4ac2672303e3,"Як раніше повідомляли « НГ. Львів », він колишній начальник управління капітального будівництва Львівської облдержадміністрації .","[{""label"": ""ART"", ""text"": ""НГ. Львів""}, {""label"": ""JOB"", ""text"": ""начальник управління""}, {""label"": ""ORG"", ""text"": ""Львівської облдержадміністрації""}]",[]
47f3ef828c8b0f242fc0b2d5ea64e8c765b59d76579a2ef82cda3d08253392fd,"Також Овчаренко працював начальником управління (квартирно-експлуатаційного) Західного оперативного командування , головою Шевченківської райадміністрації Львівської міськради та директором ДП Міноборони України «Західвійськбуд» .","[{""label"": ""PERS"", ""text"": ""Овчаренко""}, {""label"": ""JOB"", ""text"": ""начальником управління""}, {""label"": ""ORG"", ""text"": ""Західного оперативного командування""}, {""label"": ""JOB"", ""text"": ""головою""}, {""label"": ""ORG"", ""text"": ""Шевченківської райадміністрації Львівської міськради""}, {""label"": ""JOB"", ""text"": ""директором""}, {""label"": ""ORG"", ""text"": ""ДП Міноборони України «Західвійськбуд»""}]","[{""label"": ""PERS"", ""text"": ""Овчаренко""}, {""label"": ""JOB"", ""text"": ""начальником управління""}, {""label"": ""ORG"", ""text"": ""головою Шевченківської райадміністрації Львівської міськради""}]"
59ca80c62103d6268e78e5b1513a14cde4cecaca63add95f2b1297a0e768b495,Найбільшим замовником « Галицького будівельника » є Західне територіальне квартирно-експлуатаційне управління .,"[{""label"": ""ORG"", ""text"": ""Галицького будівельника""}, {""label"": ""ORG"", ""text"": ""Західне територіальне квартирно-експлуатаційне управління""}]",[]
7789cc5e67771129b23b57cb76514ae522315b017b967102f1bb23c82a05360a,Лише протягом 2018-2019 рр. воно підписало договорів з компанією на 214 млн грн .,"[{""label"": ""PERIOD"", ""text"": ""2018-2019 рр.""}, {""label"": ""MON"", ""text"": ""214 млн грн""}]","[{""label"": ""PERIOD"", ""text"": ""2018-2019""}, {""label"": ""MON"", ""text"": ""214 млн грн .""}]"
1af159f85c832cfa8064fdab00f7a3bef587079e46aa8d9dc7f2f000bc114003,Компанія « Галицький будівельник » фігурує в кримінальному провадженні щодо привласнення / розтрати майна шляхом зловживання службовим становищем (ст. 191 ККУ ).,"[{""label"": ""ORG"", ""text"": ""Галицький будівельник""}, {""label"": ""DOC"", ""text"": ""ККУ""}]","[{""label"": ""ORG"", ""text"": ""Галицький будівельник""}]"
f63392869edcc1bacb31f70b1165e9818f61fe378f714caa1da86f59084a86cf,"Згідно з ухвалами, підприємство звинувачують в розкраданні бюджетних коштів через укладання додаткових угод.",[],[]
fc05b351686cafeffe821ed10bb530ef1d23d2be2c4bf342f24ab582f8d34cfc,Йдеться про капремонт їдальні та будівництва казарм у військовому містечку в м. Яворові .,"[{""label"": ""LOC"", ""text"": ""Яворові""}]","[{""label"": ""LOC"", ""text"": ""Яворові""}]"
daeb64b4da6cf4dc6ababcf4f5fac7ef0ae5b80455cebfb028a3e6d99eadc0b9,Ці роботи в компанії замовило Західне територіальне квартирно-експлуатаційне управління .,"[{""label"": ""ORG"", ""text"": ""Західне територіальне квартирно-експлуатаційне управління""}]","[{""label"": ""ORG"", ""text"": ""Західне територіальне квартирно-експлуатаційне управління""}]"
bb1e3e8f44a591c19f8e19f9e8a82d339f68dec24ab38b286d298751147af693,Наразі суд призначив будівельно-технічну експертизу. ДП «Дирекція з капітального будівництва і реконструкції Міжнародного аеропорту «Донецьк» 26 липня уклало угоду з ТОВ «Шляхове будівництво «Альтком» на комплекс будівельно-монтажних робіт з урахуванням вартості обладнання за об'єктом: « Комплекс централізованої заправки літаків ».,"[{""label"": ""ORG"", ""text"": ""ДП «Дирекція з капітального будівництва і реконструкції Міжнародного аеропорту «Донецьк»""}, {""label"": ""DATE"", ""text"": ""26 липня""}, {""label"": ""ORG"", ""text"": ""ТОВ «Шляхове будівництво «Альтком»""}, {""label"": ""MISC"", ""text"": ""Комплекс централізованої заправки літаків""}]",[]
a3e643d7b27ee797ace3ddd4ef13d111b1adfba6eadcdffa51d9034516c2009a,"Вартість угоди склала 139,65 млн грн .","[{""label"": ""MON"", ""text"": ""139,65 млн грн""}]","[{""label"": ""MON"", ""text"": ""139,65 млн грн""}]"
f6caf9e1ec4735ee635225bea2855853399e4ff3d345ebd77a4cbc65b790e1d7,Про це повідомляється в « Віснику державних закупівель ».,"[{""label"": ""ART"", ""text"": ""Віснику державних закупівель""}]",[]
54d6e72ace57996b1ac4ba3717107197cdfc2e6fb98c5b26ea528d56b3b492b7,"До кінця 2012 року потрібно виконати «додаткові роботи, які не було включено в початковий проект, але які через непередбачувані обставини стали необхідними за умови, що договір буде укладено з попереднім виконавцем робіт».","[{""label"": ""DATE"", ""text"": ""кінця 2012 року""}]","[{""label"": ""DATE"", ""text"": ""кінця 2012 року""}, {""label"": ""PERIOD"", ""text"": ""початковий проект,""}]"
4cf066032368a9378bd02d4178f649a45f5e71d7c8cafc7cf6635215d110a1e7,"Про це повідомляється в обґрунтуванні закупівлі, проведеної за неконкурентною процедурою «в одного учасника».",[],[]
8f7c9c1cf5c2ff1a095d907362eb36132f2f72fefa40416d3570635803835a2f,"Нагадаємо, в середині червня уряд виділив на добудову донецького аеропорту додатково 693 млн грн. , однак в аеропорту і в « Альткомі » не змогли пояснити на що саме будуть спрямовані ці кошти.","[{""label"": ""DATE"", ""text"": ""середині червня""}, {""label"": ""MON"", ""text"": ""693 млн грн.""}, {""label"": ""ORG"", ""text"": ""Альткомі""}]","[{""label"": ""MON"", ""text"": ""693 млн грн.""}]"
8076489b1c68686dc1222690a660bba0448f571cefd81d26036754ef03c62de5,"Загальна вартість розвитку Донецького аеропорту тепер становить 6,97 млрд грн .","[{""label"": ""ORG"", ""text"": ""Донецького аеропорту""}, {""label"": ""MON"", ""text"": ""6,97 млрд грн""}]","[{""label"": ""MON"", ""text"": ""6,97 млрд грн""}]"
b0506fd053221abfd78d02e3dd2bb203c3218f3aed858d3c5de8b34c5d4e6b98,"Компанія « Альтком » є генпідрядником реконструкції Донецького аеропорту , проведеної до Євро-2012 , яке пройшло в Україні та Польщі в червні .","[{""label"": ""ORG"", ""text"": ""Альтком""}, {""label"": ""JOB"", ""text"": ""генпідрядником""}, {""label"": ""ORG"", ""text"": ""Донецького аеропорту""}, {""label"": ""MISC"", ""text"": ""Євро-2012""}, {""label"": ""LOC"", ""text"": ""Україні""}, {""label"": ""LOC"", ""text"": ""Польщі""}, {""label"": ""DATE"", ""text"": ""червні""}]","[{""label"": ""ORG"", ""text"": ""Компанія « Альтком »""}]"
9cdbc4a2c1be0eed7d0511708c90b85e520825b11735130484cacf610a094fa5,"Після початку футбольного турніру « Альтком » без конкурсу отримав підряди на будівництво дороги під Донецьком вартістю 255,64 млн грн. , ділянки траси Київ- Харків в Полтавській області вартістю 471,34 млн грн .","[{""label"": ""ORG"", ""text"": ""Альтком""}, {""label"": ""LOC"", ""text"": ""Донецьком""}, {""label"": ""MON"", ""text"": ""255,64 млн грн.""}, {""label"": ""LOC"", ""text"": ""Київ-""}, {""label"": ""LOC"", ""text"": ""Харків""}, {""label"": ""LOC"", ""text"": ""Полтавській області""}, {""label"": ""MON"", ""text"": ""471,34 млн грн""}]","[{""label"": ""ORG"", ""text"": ""Донецьк""}, {""label"": ""MON"", ""text"": ""255,64 млн грн.""}, {""label"": ""LOC"", ""text"": ""Полтавській області""}]"
433304bc6e5092fb40e476dd61e725c36733d91637b71437e446e5fd83a72b39,"За час дії урядової програми з підготовки до Євро-2012 з 2008 року група компаній « Альтком » отримала підряди на загальну суму 12,09 млрд грн .","[{""label"": ""MISC"", ""text"": ""Євро-2012""}, {""label"": ""DATE"", ""text"": ""2008 року""}, {""label"": ""ORG"", ""text"": ""Альтком""}, {""label"": ""MON"", ""text"": ""12,09 млрд грн""}]","[{""label"": ""ORG"", ""text"": ""Альтком""}, {""label"": ""DATE"", ""text"": ""Євро-2012""}, {""label"": ""MON"", ""text"": ""12,09 млрд грн""}]"
daaf50dcb03bc7da34f89a90334e9f485435e216c21688d57f8055cac3f5d8f7,Власниками корпорації представляються донецькі бізнесмени Олександр Тисленко та Сергій Павлічев .,"[{""label"": ""JOB"", ""text"": ""бізнесмени""}, {""label"": ""PERS"", ""text"": ""Олександр Тисленко""}, {""label"": ""PERS"", ""text"": ""Сергій Павлічев""}]","[{""label"": ""PERS"", ""text"": ""Олександр Тисленко""}, {""label"": ""PERS"", ""text"": ""Сергій Павлічев""}]"
0275de2c6e033327d32d7480463a755b73153b7c85211979f49b98d03a08d68a,Неофіційно « Альтком » приписують до сфери впливу віце-прем'єра з питань Євро-2012 Бориса Колеснікова .,"[{""label"": ""ORG"", ""text"": ""Альтком""}, {""label"": ""JOB"", ""text"": ""віце-прем'єра""}, {""label"": ""MISC"", ""text"": ""Євро-2012""}, {""label"": ""PERS"", ""text"": ""Бориса Колеснікова""}]","[{""label"": ""PERS"", ""text"": ""Бориса Колеснікова""}]"
56a65dcb25e153673ba69708aae6a7c740eb8424a8fd592d9934e74bfd4a3b47,"У 2010 році « Forbes-Україна » оцінював статки Бориса Колеснікова у $230 млн , поставивши його на 42-е місце в списку найбагатших українців.","[{""label"": ""DATE"", ""text"": ""2010 році""}, {""label"": ""ART"", ""text"": ""Forbes-Україна""}, {""label"": ""PERS"", ""text"": ""Бориса Колеснікова""}, {""label"": ""MON"", ""text"": ""$230 млн""}]","[{""label"": ""PERS"", ""text"": ""Бориса Колеснікова""}]"
87a51126cfa256e66f4ae4918a234183fa56778a52289b629e5a84e948b96fd3,В 2011 році Колесніков піднявся в рейтингу до $430 мільйонів і 19-го місця. Суд відмовився визнати ТОВ «Агентство безпеки «Легіон» переможцем закупівлі послуг з охорони об'єктів Головного управління юстиції в Луганській області через неправильно обраний фірмою спосіб захисту своїх прав.,"[{""label"": ""DATE"", ""text"": ""2011 році""}, {""label"": ""PERS"", ""text"": ""Колесніков""}, {""label"": ""MON"", ""text"": ""$430 мільйонів""}, {""label"": ""ORG"", ""text"": ""ТОВ «Агентство безпеки «Легіон»""}, {""label"": ""ORG"", ""text"": ""Головного управління юстиції в Луганській області""}]","[{""label"": ""DATE"", ""text"": ""2011 році""}, {""label"": ""PERS"", ""text"": ""Колесніков""}, {""label"": ""MON"", ""text"": ""$430 мільйонів""}]"
61e68e575c4fb165b87e46f68360c01e9fd91b4162a547ef0681307d4d0b8cba,Про це свідчить постанова Донецького апеляційного господарського суду від 14 жовтня .,"[{""label"": ""ORG"", ""text"": ""Донецького апеляційного господарського суду""}, {""label"": ""DATE"", ""text"": ""14 жовтня""}]","[{""label"": ""DATE"", ""text"": ""14 жовтня""}]"
