hash,text,entities
bbf235a7c6a2e29d29ce3d02c0f3b683447c30e20cffa3eca3575cce23560f60,"Влаштують фундаменти під блоки очищення та обліку газу, змонтують обладнання та трубопроводи.",[]
816a575fbc349e103ca2047066ab8d9a087f7f79ac2b4e0ae6622ce31f1d058e,Єдиним конкурентом було ТОВ «Техпромсервіс ЛТД» із різницею в цінах менше відсотка . Засновником і директором київської фірми « Полімерізол » записана Дар'я Козій .,"[{""label"": ""ORG"", ""text"": ""ТОВ «Техпромсервіс ЛТД»""}, {""label"": ""PCT"", ""text"": ""менше відсотка""}, {""label"": ""JOB"", ""text"": ""Засновником""}, {""label"": ""JOB"", ""text"": ""директором""}, {""label"": ""ORG"", ""text"": ""Полімерізол""}, {""label"": ""PERS"", ""text"": ""Дар'я Козій""}]"
5f9d9c361dda78b79054929f2f538577b4f2f45e9c6fcb29b97859a0f40c55ac,"Особа з такими ПІБ є київським адвокатом , а в 2010 році була головним спеціалістом-юрисконсультом відділу претензійно-позовної роботи юридичного управління міністерства вугільної промисловості .","[{""label"": ""JOB"", ""text"": ""адвокатом""}, {""label"": ""DATE"", ""text"": ""2010 році""}, {""label"": ""JOB"", ""text"": ""головним спеціалістом-юрисконсультом""}, {""label"": ""ORG"", ""text"": ""міністерства вугільної промисловості""}]"
50e1015408577a4d4f580ad75d850f07bec41af20050a3ac8293da669bccde76,"Раніше засновником « Полімерізолому » була Наталія Матохнюк , а керівником – Ігор Григораш .","[{""label"": ""JOB"", ""text"": ""засновником""}, {""label"": ""ORG"", ""text"": ""Полімерізолому""}, {""label"": ""PERS"", ""text"": ""Наталія Матохнюк""}, {""label"": ""JOB"", ""text"": ""керівником""}, {""label"": ""PERS"", ""text"": ""Ігор Григораш""}]"
9ccfd9302f132e3104755d036ed087ffb683e11a358479c9688dedd42b4bcbe1,Останній у 2010 році висувався до Хмільницької райради Вінницької області від Партії регіонів .,"[{""label"": ""DATE"", ""text"": ""2010 році""}, {""label"": ""ORG"", ""text"": ""Хмільницької райради Вінницької області""}, {""label"": ""ORG"", ""text"": ""Партії регіонів""}]"
826ca5b580f02427af7901dd988cf6584dc3070a609cf60b9620093e8446abb1,У січні-грудні 2015 року керівником фірми був Олексій Шевчук .,"[{""label"": ""PERIOD"", ""text"": ""січні-грудні 2015 року""}, {""label"": ""JOB"", ""text"": ""керівником""}, {""label"": ""PERS"", ""text"": ""Олексій Шевчук""}]"
0b61e6c2246d11248904ceda96601ff1d59c01b1814e91eefb2902e8ed6332de,"Крім того, на розкритті пропозицій від « Полімерізолу » був присутній М. В. Цимбал .","[{""label"": ""ORG"", ""text"": ""Полімерізолу""}, {""label"": ""PERS"", ""text"": ""М. В. Цимбал""}]"
06d1a2a782f82b15a102a3aa42243c94ecfb06790fb351d6f078b4ae72e452fb,"У листопаді фірма виграла єдиний тендер « Київтрансгазу » на ремонт вимірювальних пунктів за 2,25 млн грн .","[{""label"": ""DATE"", ""text"": ""листопаді""}, {""label"": ""ORG"", ""text"": ""Київтрансгазу""}, {""label"": ""MON"", ""text"": ""2,25 млн грн""}]"
15c7b39dffbd15eacd89ef236c3bac6a7186f0d5b45037e9fe71fd35d86bf2d5,"Фірма « Техпромсервіс ЛТД » зі статутним капіталом 7 400 грн. зареєстрована у Києві по вул. Полупанова, 16 .","[{""label"": ""ORG"", ""text"": ""Техпромсервіс ЛТД""}, {""label"": ""MON"", ""text"": ""7 400 грн.""}, {""label"": ""LOC"", ""text"": ""Києві""}, {""label"": ""LOC"", ""text"": ""вул. Полупанова, 16""}]"
edb23053347d0ba0d4b5a2724c34fef20657170ad8096af7e6b178d67f9d6f21,"На її сайті зазначено, що виробнича база розташована у м. Буча .","[{""label"": ""LOC"", ""text"": ""Буча""}]"
b2501cc135e202e41ae629a8c95ffab62f147dc4e6c91bdb69cf3f0a6964b3eb,"Власниками є киянин Олександр Донцов та Віталій Косенко з Бучі . Косенко , який керує компанією, був депутатом Бучанської міськради від партії « Рідне місто ».","[{""label"": ""PERS"", ""text"": ""Олександр Донцов""}, {""label"": ""PERS"", ""text"": ""Віталій Косенко""}, {""label"": ""LOC"", ""text"": ""Бучі""}, {""label"": ""PERS"", ""text"": ""Косенко""}, {""label"": ""JOB"", ""text"": ""депутатом""}, {""label"": ""ORG"", ""text"": ""Бучанської міськради""}, {""label"": ""ORG"", ""text"": ""Рідне місто""}]"
9c3352e6ecd7a8e9ac9682840bd25caa74e61fac5318c4bd119c7749171b8b12,"Його заступником по фірмі є Анатолій Бєлоруков – також екс-депутат міськради, який обрався від « Сильної України ».","[{""label"": ""JOB"", ""text"": ""заступником""}, {""label"": ""PERS"", ""text"": ""Анатолій Бєлоруков""}, {""label"": ""JOB"", ""text"": ""екс-депутат""}, {""label"": ""ORG"", ""text"": ""Сильної України""}]"
bbc65c0e04b449e01001ccd7ee9aa1befb86225f286e643459b822e294962900,"За даними місцевих ЗМІ, у 2013 році Бєлоруков був членом Партії регіонів . Цьогоріч на місцевих виборах він балотувався до міськради від партії « Наш Край ». Суддя господарського суду Одеської області Микола Никифорчук у 2015 році поселився у квартирі, подарованій невідомим.","[{""label"": ""DATE"", ""text"": ""2013 році""}, {""label"": ""PERS"", ""text"": ""Бєлоруков""}, {""label"": ""ORG"", ""text"": ""Партії регіонів""}, {""label"": ""DATE"", ""text"": ""Цьогоріч""}, {""label"": ""ORG"", ""text"": ""Наш Край""}, {""label"": ""JOB"", ""text"": ""Суддя""}, {""label"": ""LOC"", ""text"": ""Одеської області""}, {""label"": ""PERS"", ""text"": ""Микола Никифорчук""}, {""label"": ""DATE"", ""text"": ""2015 році""}]"
cec020556b7a2eb36a342db5563d6bf89dfa29230bd38dea2489c0f49012468f,"Про це свідчать дані декларацій судді за 2015 , 2014 і 2013 роки .","[{""label"": ""JOB"", ""text"": ""судді""}, {""label"": ""DATE"", ""text"": ""2015""}, {""label"": ""DATE"", ""text"": ""2014""}, {""label"": ""DATE"", ""text"": ""2013 роки""}]"
815e1c652fb78daebfa022771f0bd8938311d6e6dabde6f6eb33cf0bcd46a941,"Так, згідно з даними реєстру речових прав на нерухоме майно, у 2015 році Микола Никифорчук став власником квартири в Одесі площею 67,4 кв м . Суддя отримав її в подарунок від невідомого.","[{""label"": ""DATE"", ""text"": ""2015 році""}, {""label"": ""PERS"", ""text"": ""Микола Никифорчук""}, {""label"": ""LOC"", ""text"": ""Одесі""}, {""label"": ""QUANT"", ""text"": ""67,4 кв м""}, {""label"": ""JOB"", ""text"": ""Суддя""}]"
f9602bf81262ed07e5bb966cfecca1261e23c3593ea62fe44db87b29d80e295e,"За даними з декларацій Никифорчука попередніх років, у 2013 році він не володів жодною нерухомістю, а у 2014 році жив на іншому праві користування у квартирі площею 44,3 кв м .","[{""label"": ""PERS"", ""text"": ""Никифорчука""}, {""label"": ""DATE"", ""text"": ""2013 році""}, {""label"": ""DATE"", ""text"": ""2014 році""}, {""label"": ""QUANT"", ""text"": ""44,3 кв м""}]"
a95cc523a8fc0c22088996995f674f0c9093573d6403a483c900cbec792dc161,"Їздить Микола Никифорчук на автомобілі японського виробника « Toyota Corolla » 2013 р. в., право керування яким у 2015 році коштувало 1000 грн / рік, тобто 83 грн / міс.","[{""label"": ""PERS"", ""text"": ""Микола Никифорчук""}, {""label"": ""MISC"", ""text"": ""Toyota Corolla""}, {""label"": ""DATE"", ""text"": ""2013 р.""}, {""label"": ""DATE"", ""text"": ""2015 році""}, {""label"": ""MON"", ""text"": ""1000 грн""}, {""label"": ""MON"", ""text"": ""83 грн""}]"
b39b26702d7733e25c30fa96be3443e4f406af4ced046e98a4dae79e987a6421,"У 2014 році користування автівкою обійшлось ще дешевше – 500 грн / рік, тобто – 42 грн / міс.","[{""label"": ""DATE"", ""text"": ""2014 році""}, {""label"": ""MON"", ""text"": ""500 грн""}, {""label"": ""MON"", ""text"": ""42 грн""}]"
d8b5becf57367f39ab0016ca11d766a5ab0d725475c85771061ca7bf7c705e9e,"Цим же автомобілем, за 1000 грн / рік, суддя користувався у 2013 році , коли його тільки спустили з конвеєра.","[{""label"": ""MON"", ""text"": ""1000 грн""}, {""label"": ""JOB"", ""text"": ""суддя""}, {""label"": ""DATE"", ""text"": ""2013 році""}]"
82b8d6a76ff45f97c763f3a0272573d614a536ae3ddc21219ddb8263cc8f8994,"В залежності від комплектації, вартість автомобіля у 2013 році (при тодішньому курсі НБУ 7,99) становила $19-36,5 тис. Упродовж 2013-2015 років суддя Микола Никифорчук жив на одну заробітну плату.","[{""label"": ""DATE"", ""text"": ""2013 році""}, {""label"": ""ORG"", ""text"": ""НБУ""}, {""label"": ""MON"", ""text"": ""$19-36,5 тис.""}, {""label"": ""PERIOD"", ""text"": ""2013-2015 років""}, {""label"": ""JOB"", ""text"": ""суддя""}, {""label"": ""PERS"", ""text"": ""Микола Никифорчук""}]"
a0798416e7a0c6fdd84de6c4ea85e12bfcafdfe1daa9c8e1428530a9836d559e,За підсумком останнього звітного року її набігло 213 тис. грн . Микола Никифорчук був обраний суддею арбітражного суду Одеської області безстроково у червні 2000 року .,"[{""label"": ""MON"", ""text"": ""213 тис. грн""}, {""label"": ""PERS"", ""text"": ""Микола Никифорчук""}, {""label"": ""JOB"", ""text"": ""суддею""}, {""label"": ""LOC"", ""text"": ""Одеської області""}, {""label"": ""DATE"", ""text"": ""червні 2000 року""}]"
b7e2491cc48f1e01d12671ae1498bff1dd9502dd518306c6acd138d109dc0ffc,"Сьогодні є суддею господарського суду Одеської області . Никифорчук відомий тим, що у 2010 році своєю ухвалою пустив компанію « Союз » Ігоря Маркова на єдиний діючий в Одесі комунальний сміттєвий полігон « Дальницькі кар'єри ».","[{""label"": ""JOB"", ""text"": ""суддею""}, {""label"": ""LOC"", ""text"": ""Одеської області""}, {""label"": ""PERS"", ""text"": ""Никифорчук""}, {""label"": ""DATE"", ""text"": ""2010 році""}, {""label"": ""ORG"", ""text"": ""Союз""}, {""label"": ""PERS"", ""text"": ""Ігоря Маркова""}, {""label"": ""LOC"", ""text"": ""Одесі""}, {""label"": ""ORG"", ""text"": ""Дальницькі кар'єри""}]"
195634679585708e542e96ec07eccbc4a91271d9073e1a6edc8890904ac462e9,Цей інцидент супроводжувався стріляниною з боку віце-мера Одеси Вахтанга Убірії .,"[{""label"": ""JOB"", ""text"": ""віце-мера""}, {""label"": ""LOC"", ""text"": ""Одеси""}, {""label"": ""PERS"", ""text"": ""Вахтанга Убірії""}]"
83d71c1d9ce8b85b33306f11cbfd10b30b86ef06a068b45e538b8e2a0ae77be5,"У подальшому ухвала Никифорчука була скасована, адже фактично суд задовольнив позов « Союзу », а не забезпечив вимоги фірми по позову.","[{""label"": ""PERS"", ""text"": ""Никифорчука""}, {""label"": ""ORG"", ""text"": ""Союзу""}]"
bb37b4d2b08ab28e48c34ce333a4011c1728f41e1fa3c1ee41508b7978802e0b,"А підстав для допуску фірми на полігон не було. Суд стягнув з ТОВ фірма «Київ» 6,19 млн грн. шкоди за засмічення будівельними відходами прибережних ділянок поряд з Одесою загальною площею 169 кв м. Про це свідчить постанова Одеського апеляційного господарського суду від 10 грудня .","[{""label"": ""ORG"", ""text"": ""ТОВ фірма «Київ»""}, {""label"": ""MON"", ""text"": ""6,19 млн грн.""}, {""label"": ""LOC"", ""text"": ""Одесою""}, {""label"": ""QUANT"", ""text"": ""169 кв м.""}, {""label"": ""ORG"", ""text"": ""Одеського апеляційного господарського суду""}, {""label"": ""DATE"", ""text"": ""10 грудня""}]"
bd4fa1999c4fb351527c59f11cae227e060a10fc01ad8c98ce3025a9de027616,"У 2008 році після звернення Новодофінівської сільради Держекоінспекція встановила факт засмічення на ділянці, яку з 2005 року орендує фірма « Київ » і на якій проводить протизсувні та берегоукріплювальні роботи.","[{""label"": ""DATE"", ""text"": ""2008 році""}, {""label"": ""ORG"", ""text"": ""Новодофінівської сільради""}, {""label"": ""ORG"", ""text"": ""Держекоінспекція""}, {""label"": ""DATE"", ""text"": ""2005 року""}, {""label"": ""ORG"", ""text"": ""Київ""}]"
51278b042383f263550a3302f4538e9b01766951b3c0dc012de01ff1af328b47,"Виявлено чотири ділянки, на яких розміщено будівельні та побутові відходи.",[]
6ecc08c7d95d354acda346c31e090de5758d13095cb75095a32ba21b6b1c60cb,"Висота наскладованих відходів сягала від 0,4 м до 1,4 м . Держекоінспектори порахували, що сума збитків, зумовлених забрудненням земельних ресурсів, становить 6,19 млн грн. , і звернулися до суду.","[{""label"": ""QUANT"", ""text"": ""0,4 м""}, {""label"": ""QUANT"", ""text"": ""1,4 м""}, {""label"": ""JOB"", ""text"": ""Держекоінспектори""}, {""label"": ""MON"", ""text"": ""6,19 млн грн.""}]"
1ab50b3193ffbf535e76a656bda2f49a5339dc40c9d47a4a6cffed57622be515,Суди перших двох інстанцій стягнули цю суму з орендаря ділянки – фірми « Київ ».,"[{""label"": ""ORG"", ""text"": ""Київ""}]"
1fb3ec32eea40b8a69343d5069103519394276bd160e6577acab226740b40d73,Згодом фірма звернулася до суду про перегляд рішення за нововиявленими обставинами.,[]
b7ddd94fc4cf1974cbd032d006ccbf5a4fac363dde455b2eb92a14bcabfb33ae,"Вона посилалася на ухвалу Приморського райсуду Одеси , який зобов'язав слідчого внести до єдиного реєстру досудових розслідувань відомостей про вчинення працівником Держекоінспекції кримінального правопорушення на підставі заяви директора фірми « Київ ».","[{""label"": ""ORG"", ""text"": ""Приморського райсуду Одеси""}, {""label"": ""ORG"", ""text"": ""Держекоінспекції""}, {""label"": ""ORG"", ""text"": ""Київ""}]"
3521a2b3d502ecd596a816a487fff1af2bb62cbbdd0f7b5f553ea2800c665e6f,"Втім, ні госпсуд, ні апеляційний суд не не визнали дану обставину нововиявленою.",[]
81d30918410c213c1a888ea8a142f2ca77a88f7b60a4c8551215d80fc22bbd23,"Зауважимо, що фірма « Київ » у суді наголошувала, що вона не є власником відходів.","[{""label"": ""ORG"", ""text"": ""Київ""}]"
756c59a31f53e1bd1867046722a1377d28acf049fc7fc22b59d9b497ceede167,Ці відходи належать ГО «Спортивно-оздоровче об'єднання громадян «Анастасія» .,"[{""label"": ""ORG"", ""text"": ""ГО «Спортивно-оздоровче об'єднання громадян «Анастасія»""}]"
88d82528db481c8c6c8dee3695abdf2e67683deeb84f5a8ea7fb1225fd7b3fb4,"Його засновниками є одесити Іван Данилюк , Геннадій Волков і Валерій Поліщук . Фірма «Київ» у 2005 році отримала ділянку рекреаційного призначення загальною площею 2,8 га , яка знаходиться по вул. Морській в с. Нова Дофіновка , під розміщення протизсувних та берегоукріплювальних споруд, строком на 49 років .","[{""label"": ""PERS"", ""text"": ""Іван Данилюк""}, {""label"": ""PERS"", ""text"": ""Геннадій Волков""}, {""label"": ""PERS"", ""text"": ""Валерій Поліщук""}, {""label"": ""ORG"", ""text"": ""Фірма «Київ»""}, {""label"": ""DATE"", ""text"": ""2005 році""}, {""label"": ""QUANT"", ""text"": ""2,8 га""}, {""label"": ""LOC"", ""text"": ""вул. Морській""}, {""label"": ""LOC"", ""text"": ""Нова Дофіновка""}, {""label"": ""PERIOD"", ""text"": ""49 років""}]"
36e8d03d96bbf8fa3bb339f9661b06d4a488bc13552114697cad3ba5759af99e,"Засновниками ТОВ фірма «Київ» є Сергій Дурач і компанія « ANB International Corporation » ( США ). Директором фірми є голова партії « Союз анархістів України », власник сайту « Храбро » Вадим Чорний Суд визнав недійсним інвестиційний договір, за яким ТОВ «Кримбуд-Юг» отримало будівлю по вул. Межигірській, 14 у Києві .","[{""label"": ""ORG"", ""text"": ""ТОВ фірма «Київ»""}, {""label"": ""PERS"", ""text"": ""Сергій Дурач""}, {""label"": ""ORG"", ""text"": ""ANB International Corporation""}, {""label"": ""LOC"", ""text"": ""США""}, {""label"": ""JOB"", ""text"": ""Директором""}, {""label"": ""JOB"", ""text"": ""голова партії""}, {""label"": ""ORG"", ""text"": ""Союз анархістів України""}, {""label"": ""ORG"", ""text"": ""Храбро""}, {""label"": ""PERS"", ""text"": ""Вадим Чорний""}, {""label"": ""ORG"", ""text"": ""ТОВ «Кримбуд-Юг»""}, {""label"": ""LOC"", ""text"": ""вул. Межигірській, 14""}, {""label"": ""LOC"", ""text"": ""Києві""}]"
417df301314321bc4edd0cc17a55e7c251d77018cdaa6911aceedc0bd59d0163,Про це свідчить постанова Вищого господарського суду України від 16 жовтня .,"[{""label"": ""DOC"", ""text"": ""постанова Вищого господарського суду України від 16 жовтня""}]"
7b46ea72e2ff36ae39aed6c04770e0193f850ed1f0f3f9dbbc224154a85e0c65,"Цей інвестиційний договір 16.08.2010 уклали Подільська районна у м. Києві рада , Комунальне підприємство «Поділ-ІнвестРеконструкція» та ТОВ «Кримбуд-Юг» .","[{""label"": ""DATE"", ""text"": ""16.08.2010""}, {""label"": ""ORG"", ""text"": ""Подільська районна у м. Києві рада""}, {""label"": ""ORG"", ""text"": ""Комунальне підприємство «Поділ-ІнвестРеконструкція»""}, {""label"": ""ORG"", ""text"": ""ТОВ «Кримбуд-Юг»""}]"
16ae8e41d64c88eb39720561b326e1bad1afc91966050ed35c58fb9fd4d4a728,"Відповідно до нього, фірма зобов'язалася за власний рахунок реконструювати будівлю, а також понести витрати, пов'язані з відселенням усіх орендарів, проведенням інженерних робіт тощо.",[]
3e301c086b2da75313dc61fb9613b167089881e4a01b4e02dd86351b578a5bff,Натомість « Кримбуд-Юг » отримував 100% усіх приміщень.,"[{""label"": ""ORG"", ""text"": ""Кримбуд-Юг""}, {""label"": ""PCT"", ""text"": ""100%""}]"
5bff18c4efa09d3298c6a8046aa8b89d1dced8c71b4f2229094f03a73058b10b,"Зауважимо, що у жовтні 2010 року Госпсуд Києва визнав за ТОВ «Кримбуд-Юг» право приватної власності на будинок №14 площею 616,6 кв м по вул. Межигірській .","[{""label"": ""DATE"", ""text"": ""жовтні 2010 року""}, {""label"": ""ORG"", ""text"": ""Госпсуд Києва""}, {""label"": ""ORG"", ""text"": ""ТОВ «Кримбуд-Юг»""}, {""label"": ""LOC"", ""text"": ""будинок №14""}, {""label"": ""QUANT"", ""text"": ""616,6 кв м""}, {""label"": ""LOC"", ""text"": ""вул. Межигірській""}]"
f7f09e268ab53acd26531af89c6d11b02977757a139f739660b999ad34baa858,Це ріщення було скасоване у вересні цього року .,"[{""label"": ""DATE"", ""text"": ""вересні цього року""}]"
6b1067eab163dad33878f6921435502fa58032cf656ffe838675046c4da4f6e8,"Фірма сплатила комунальному підприємству Подільської райради 3,15 млн грн. – компенсація ринкової вартості неприватизованих приміщень, а також розробила концепцію реконструкції об'єкту (ескізний проект).","[{""label"": ""ORG"", ""text"": ""Подільської райради""}, {""label"": ""MON"", ""text"": ""3,15 млн грн.""}]"
5e4305dbbe34cecf8e6db95c1a22fbdc78f498d72fb59f6ce24d53f04211cc8b,"Втім, жодних робіт з реконструкції проведено не було, оскільки восени 2012 року прокуратура звернулася до суду з вимогою визнати інвестиційний договір недійсним.","[{""label"": ""DATE"", ""text"": ""восени 2012 року""}]"
09f9bb7378ffdf9264ccd5993b305cd632eaf3e2cd1e035c49196d9ca9c2ef08,Суди усіх трьох інстанцій позов прокуратури задовольнили.,[]
7a16d1fc20f658e3b525b8d1e8ed62db474220e68466a42bc85509198785cf28,"Вони вказали, що Подільська районна рада в м. Києві не мала права проводити інвестиційний конкурс і укладати договір.","[{""label"": ""ORG"", ""text"": ""Подільська районна рада в м. Києві""}]"
f5ca1e5b706e5c27897137fab7a7993df8486df56097903bc7b142728a759baa,Уповноваженим для цього органом у столиці є Головне управління економіки та інвестицій КМДА (в подальшому змінило назву на Департамент економіки та інвестицій КМДА ).,"[{""label"": ""ORG"", ""text"": ""Головне управління економіки та інвестицій КМДА""}, {""label"": ""ORG"", ""text"": ""Департамент економіки та інвестицій КМДА""}]"
3b93dbcaba7e9587fbb72785588a30d122675ba7de1092de7c87ac4410a4ec5f,"Як повідомили у департаменті, конкурс по залученню інвестора до реконструкції об'єкту по вул. Межигірській, 14 не проводився, відповідно інвестиційний договір не укладався та не реєструвався.","[{""label"": ""LOC"", ""text"": ""вул. Межигірській, 14""}]"
b37c6f995cf28f29349eb0503940580a5732e03a09d660a177d31bd23ae07958,Сімферопольське ТОВ «Кримбуд-Юг» було засноване у 2006 році Вірою Карповою .,"[{""label"": ""ORG"", ""text"": ""ТОВ «Кримбуд-Юг»""}, {""label"": ""DATE"", ""text"": ""2006 році""}, {""label"": ""PERS"", ""text"": ""Вірою Карповою""}]"
b9a1526239b649bb91cc62bb983d0694820f1867336317938780a8d2dd0c96b5,"У 2010 році засновником фірми стало ТОВ «Аваліна Трейдінг Лімітед» ( Кіпр ). Дочірнє підприємство «Кіровоградський облавтодор» ВАТ «ДАК «Автомобільні дороги України» «повинно заплатити ТОВ «Бюро Ейнштейн» борг за поставлений бітум в сумі 3,29 млн грн .","[{""label"": ""DATE"", ""text"": ""2010 році""}, {""label"": ""ORG"", ""text"": ""ТОВ «Аваліна Трейдінг Лімітед»""}, {""label"": ""LOC"", ""text"": ""Кіпр""}, {""label"": ""ORG"", ""text"": ""Дочірнє підприємство «Кіровоградський облавтодор»""}, {""label"": ""ORG"", ""text"": ""ВАТ «ДАК «Автомобільні дороги України»""}, {""label"": ""ORG"", ""text"": ""ТОВ «Бюро Ейнштейн»""}, {""label"": ""MON"", ""text"": ""3,29 млн грн""}]"
b42d4b10883ef633f9e537126282873e9ed3ec50a7ab79d1ba09c23dce48d9e8,Таке рішення прийняв Господарського суду Кіровоградської області .,"[{""label"": ""ORG"", ""text"": ""Господарського суду Кіровоградської області""}]"
2cd4e04d71ad29124f8cf4b725758e57d2df036a35896c59c7a0bb276bfaa2ed,У січні 2012 року між ТОВ «Бюро Ейнштейн» та ДП «Кіровоградський облавтодор» було укладено договір поставки дорожнього бітуму.,"[{""label"": ""DATE"", ""text"": ""січні 2012 року""}, {""label"": ""ORG"", ""text"": ""ТОВ «Бюро Ейнштейн»""}, {""label"": ""ORG"", ""text"": ""ДП «Кіровоградський облавтодор»""}]"
6478ce2b22d97532c6564c820d0e976195a27db823d920ba5ca4d6ca227342dd,"За ним за період з квітня по липень 2012 ТОВ «Бюро Ейнштейн» передало ДП «Кіровоградський облавтодор» товару на загальну суму 21,83 млн грн ., але шляховики заплатили лише 18,53млн. грн .","[{""label"": ""PERIOD"", ""text"": ""квітня по липень 2012""}, {""label"": ""ORG"", ""text"": ""ТОВ «Бюро Ейнштейн»""}, {""label"": ""ORG"", ""text"": ""ДП «Кіровоградський облавтодор»""}, {""label"": ""MON"", ""text"": ""21,83 млн грн""}, {""label"": ""JOB"", ""text"": ""шляховики""}, {""label"": ""MON"", ""text"": ""18,53млн. грн""}]"
7312bb6391074585bc8429a772d8916a50984ce0511ee8ae43026f1ccda18a4d,"Враховуючи, що облавтодор підтвердив наявність заборгованості, судом було прийнято рішення – зобов'язати ДП «Кіровоградський облавтодор» виплатити ТОВ «Бюро Ейнштейн» заборгованість у сумі 3,29 млн. грн ..","[{""label"": ""ORG"", ""text"": ""ДП «Кіровоградський облавтодор»""}, {""label"": ""ORG"", ""text"": ""ТОВ «Бюро Ейнштейн»""}, {""label"": ""MON"", ""text"": ""3,29 млн. грн""}]"
b734bd3d4d06c8bd29196d60d7813646617db6cd7bc23d6199a3e36de0054235,"У ДП «Кіровоградський облавтодор» наразі вже є одне фінансове зобов'язання перед цією фірмою. 11 червня Господарського суду Кіровоградської області прийняв рішення, що кіровоградські шляховики повинні виплатити ТОВ «Бюро Ейнштейн» заборгованість іншого дочірнього підприємства своєї материнської компанії ВАТ «ДАК «Автомобільні дороги України» – ДП «Шляхового ремонтно- будівельног управління №100» .","[{""label"": ""ORG"", ""text"": ""ДП «Кіровоградський облавтодор»""}, {""label"": ""DATE"", ""text"": ""11 червня""}, {""label"": ""ORG"", ""text"": ""Господарського суду Кіровоградської області""}, {""label"": ""JOB"", ""text"": ""шляховики""}, {""label"": ""ORG"", ""text"": ""ТОВ «Бюро Ейнштейн»""}, {""label"": ""ORG"", ""text"": ""ВАТ «ДАК «Автомобільні дороги України»""}, {""label"": ""ORG"", ""text"": ""ДП «Шляхового ремонтно- будівельног управління №100»""}]"
305338c7a625b74f741fc5706e0c9c5f7f65cdb83aa744bd2694732e370eb41b,"Сума боргу – 1,6 млн грн . Засновниками ТОВ «Бюро Ейнштейн» є Гущин Сергій Миколайович та Діденко Світлана Михайлівні . Керівником товариства з квітня 2012 року вказаний Безкоровайний Михайло Валентинович , повний тезка котрого з червня 2011 є керівником та підписантом ТОВ «Група Сігур» .","[{""label"": ""MON"", ""text"": ""1,6 млн грн""}, {""label"": ""JOB"", ""text"": ""Засновниками""}, {""label"": ""ORG"", ""text"": ""ТОВ «Бюро Ейнштейн»""}, {""label"": ""PERS"", ""text"": ""Гущин Сергій Миколайович""}, {""label"": ""PERS"", ""text"": ""Діденко Світлана Михайлівні""}, {""label"": ""JOB"", ""text"": ""Керівником""}, {""label"": ""DATE"", ""text"": ""квітня 2012 року""}, {""label"": ""PERS"", ""text"": ""Безкоровайний Михайло Валентинович""}, {""label"": ""DATE"", ""text"": ""червня 2011""}, {""label"": ""JOB"", ""text"": ""керівником""}, {""label"": ""ORG"", ""text"": ""ТОВ «Група Сігур»""}]"
a4350b71161a07d0635c2280054ee012e75a81057f616f6af56e304ebb88695f,Власниками цієї фірми є ТОВ «КУА «ІС-Холдинг» та Анна Пилипчик .,"[{""label"": ""ORG"", ""text"": ""ТОВ «КУА «ІС-Холдинг»""}, {""label"": ""PERS"", ""text"": ""Анна Пилипчик""}]"
0a92e0253b2f5ecd0f94c579b492463897d4c9b84dea3f2ea2b307cae78bc973,"Остання, - донька директора ТОВ «Енергетична група» Юрія Кулачека .","[{""label"": ""JOB"", ""text"": ""директора""}, {""label"": ""ORG"", ""text"": ""ТОВ «Енергетична група»""}, {""label"": ""PERS"", ""text"": ""Юрія Кулачека""}]"
8e43e1e61c35b85575ff6b7fa868db7a9afe7ea6b34b456b6db1523766d026f1,"« Енергетичну групу » пов'язують зі сферою впливу Олександра Буряка , брата екс-голови податкової Сергія Буряка .","[{""label"": ""ORG"", ""text"": ""Енергетичну групу""}, {""label"": ""PERS"", ""text"": ""Олександра Буряка""}, {""label"": ""JOB"", ""text"": ""екс-голови""}, {""label"": ""PERS"", ""text"": ""Сергія Буряка""}]"
18339fed3e1f9032766756749818bd17ed91256d8d351bc4f99084649d9e8511,Раніше ТОВ «Бюро Ейнштейн» вже «світилось» на махінаціях з тендерними закупівлями котрі проводив як ВАТ» ДАК «Автомобільні дороги України» так і його філії починаючи з 2011 року .,"[{""label"": ""ORG"", ""text"": ""ТОВ «Бюро Ейнштейн»""}, {""label"": ""ORG"", ""text"": ""ВАТ» ДАК «Автомобільні дороги України»""}, {""label"": ""DATE"", ""text"": ""2011 року""}]"
79d94b27910dfbc073b1d9948a0209fc7c55781fdf0d299c7397b22558d6e805,"« Бюро Ейнштейн » виграла тендерів на 277,25 млн грн ., останні підряди отримані 26 червня 2012 року Приватні підрядники « Харківського метрополітену » отримують гроші за роботи, з якими ще кілька років тому підприємство справлялося самостійно.","[{""label"": ""ORG"", ""text"": ""Бюро Ейнштейн""}, {""label"": ""MON"", ""text"": ""277,25 млн грн""}, {""label"": ""DATE"", ""text"": ""26 червня 2012 року""}, {""label"": ""ORG"", ""text"": ""Харківського метрополітену""}, {""label"": ""DATE"", ""text"": ""кілька років тому""}]"
b91c63dcf732ed5610bc0ae9e7cf57268cc60b96990c855ee69800a88e0e2989,Про це пише Григорій Пирлік на сайті « МедіаПорт ».,"[{""label"": ""PERS"", ""text"": ""Григорій Пирлік""}, {""label"": ""ART"", ""text"": ""МедіаПорт""}]"
d0561eca66bd3428eb045197228a789538b161aa999359f2b9f1cb6f913e28a4,"Комерційні фірми ремонтують вагони підземки, стежать за ескалаторами, прибирають на станціях.",[]
